ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0090068,positive regulation of cell cycle process,20/857,230/23843,0.00025920398212578901,0.0056152673094643701,0.0045064897865221996,Nusap1/Ddx3x/Larp7/Anp32b/Cdkn2a/Rcc2/Pebp1/Chmp3/Ccnd2/Sirt2/Rgcc/Rdx/Tmod3/Cdc25a/Rpl26/Mybbp1a/Rpl23/Id2/App/Rpl17,20
GO:0043090,amino acid import,6/857,26/23843,0.000263191548863528,0.0056747574049773103,0.0045542331071966096,Sept2/Kcnj10/Arl6ip5/Slc6a1/Arl6ip1/Slc3a2,6
GO:1904951,positive regulation of establishment of protein localization,33/857,476/23843,0.000271192026786901,0.0058198063588869699,0.0046706410346051396,Ncl/Phpt1/Psmb7/Prnp/Bcap31/Pdcd10/Wls/Cdc42/Sri/Cct7/Camk1/Gapdh/Wbp11/Psmd8/Gpi1/Ank3/Mif/Ptbp1/Oaz1/Nutf2/Rgcc/Cadm1/Uaca/Zic1/Myo18a/Hsp90aa1/Cct5/Srebf2/Hes1/Cct8/Hnrnpm/Camk4/Mbp,33
GO:0010917,negative regulation of mitochondrial membrane potential,4/857,10/23843,0.00029262753745940202,0.0061640574826125599,0.0049469171382295202,Mtch2/Arl6ip5/Mapt/Prelid1,4
GO:0031055,chromatin remodeling at centromere,4/857,10/23843,0.00029262753745940202,0.0061640574826125599,0.0049469171382295202,Hjurp/H3f3a/Itgb3bp/H3f3b,4
GO:0075522,IRES-dependent viral translational initiation,4/857,10/23843,0.00029262753745940202,0.0061640574826125599,0.0049469171382295202,Ssb/Eif3f/Ptbp1/Pcbp2,4
GO:1990173,protein localization to nucleoplasm,4/857,10/23843,0.00029262753745940202,0.0061640574826125599,0.0049469171382295202,Cct3/Cct7/Cct5/Cct8,4
GO:0043523,regulation of neuron apoptotic process,21/857,250/23843,0.00029484184670380701,0.00618221138203258,0.0049614864112156798,Set/Kcnip3/Prnp/Cited1/Cdc42/Fzd9/Chl1/Ube2m/Apoe/Gpi1/Bax/Hmox1/Prdx2/Mt1/Gpx1/Ntrk2/Mef2c/Alkbh1/Lgmn/Ube2v2/Ppp2r2b,21
GO:0043280,positive regulation of cysteine-type endopeptidase activity involved in apoptotic process,13/857,117/23843,0.00030128514479478601,0.0062884675655569301,0.0050467614977641496,Mtch2/Ddx3x/Bcap31/F3/Vcp/Cdkn2a/Cycs/Arl6ip5/Bax/Ndufa13/Uaca/Rps27l/Ppp2ca,13
GO:0070997,neuron death,28/857,381/23843,0.000305528373069079,0.00632684048590998,0.0050775573911953503,Set/Kcnip3/Prnp/Cited1/Cdc42/Fzd9/Ptprz1/Chl1/Gapdh/Ube2m/Apoe/Gpi1/Bax/E030030I06Rik/Hmox1/Prdx2/Mt1/Gpx1/Mapt/Ntrk2/Mef2c/Fos/Alkbh1/Psmc1/Lgmn/Ube2v2/App/Ppp2r2b,28
GO:0032507,maintenance of protein location in cell,10/857,74/23843,0.00030589187210372,0.00632684048590998,0.0050775573911953503,Hspa5/Tmsb4x/Txn1/Cav1/Tmsb10/Hk2/Tnrc6a/Ank3/Os9/Mprip,10
GO:0090559,regulation of membrane permeability,9/857,61/23843,0.00031135942704729801,0.0064109186533027104,0.0051450336807009698,Mtch2/Slc25a5/Atpif1/Hk2/Bax/Slc25a4/Hspa8/Cnp/Siva1,9
GO:0034248,regulation of cellular amide metabolic process,31/857,441/23843,0.00032419233201141701,0.0066452159175972502,0.0053330671562888303,Ncl/Prnp/Ddx3x/Rpl10/Rps3a1/Eif4e/Hnrnpa2b1/Paip2b/Gapdh/Cnot3/Apoe/Eif3k/Eif4g2/Tnrc6a/Lrrtm3/Ptbp1/Eif4ebp1/Calr/Dph3/Rplp1/Rps27l/Rpl26/Ddx5/Rpl38/Alkbh1/Eif3e/Igf2bp2/App/Qk/Khsrp/Pgam1,31
GO:0045687,positive regulation of glial cell differentiation,8/857,49/23843,0.00032898060015025998,0.0066834236590526102,0.0053637304866603697,Serpine2/Rheb/Zfp365/Id2/Hes1/App/Olig2/Qk,8
GO:0070972,protein localization to endoplasmic reticulum,8/857,49/23843,0.00032898060015025998,0.0066834236590526102,0.0053637304866603697,Hspa5/Bcap31/Arxes1/Sec62/Spcs2/Os9/Spcs1/Vapa,8
GO:0043902,positive regulation of multi-organism process,16/857,166/23843,0.00033458599410218499,0.00676722380106676,0.0054309836490270902,Ddx3x/Chmp3/Gapdh/Chmp2a/Apoe/Sirt2/Mif/Smarcb1/Plat/Hspa8/Ppib/Top2a/P4hb/Pabpc1/Lgals1/Vapa,16
GO:0019682,glyceraldehyde-3-phosphate metabolic process,5/857,18/23843,0.00034377022774203099,0.0068919899605650202,0.0055311137750737698,Rpe/Tpi1/Taldo1/Tkt/Pgam1,5
GO:1904872,regulation of telomerase RNA localization to Cajal body,5/857,18/23843,0.00034377022774203099,0.0068919899605650202,0.0055311137750737698,Cct3/Cct7/Nhp2/Cct5/Cct8,5
GO:0043484,regulation of RNA splicing,13/857,119/23843,0.00035597604369042501,0.00710553054894731,0.0057024891393295,Prdx6/Hnrnpa2b1/Rps13/Ptbp1/Hspa8/Ddx5/Hnrnpk/Pik3r1/Khdrbs3/Tmbim6/Rnps1/Srsf3/Malat1,13
GO:0009896,positive regulation of catabolic process,28/857,385/23843,0.000361372497657791,0.0071818855947554903,0.00576376729673868,Csnk2a1/Bcap31/Vcp/Tmem59/Nrd1/Atpif1/Hk2/Apoe/Sirt2/Bax/Ctsc/Cd81/Mif/Oaz1/Ndufa13/Hmox1/Ldlr/Rdx/Sox9/Plk2/Trib2/Hsp90aa1/Pabpc1/Gpd1/Ube2v2/Qk/Khsrp/Ndfip1,28
GO:0051604,protein maturation,24/857,309/23843,0.00036367895881938802,0.0071964351548200103,0.0057754439347713297,Serpine2/Scg5/Pcsk1n/Atp6ap2/Pgk1/Arxes1/F3/Prkacb/Mmp16/Tmem59/Chchd4/Psenen/Spcs2/Uqcrc2/Glrx3/Plat/Cpe/Tmem208/Spcs1/Ctsh/Uqcrc1/Ctsl/Lgmn/Sec11c,24
GO:0043393,regulation of protein binding,19/857,220/23843,0.000398346182824621,0.0078484500072902603,0.0062987134625399404,Ckmt1/B2m/Cdkn2a/Cdc42/Lrpap1/Hopx/Actb/Cav1/Camk1/Apoe/Bax/Aplp2/Anxa2/Hnrnpk/Mef2c/Plk2/Tmbim6/Hes1/App,19
GO:0072593,reactive oxygen species metabolic process,21/857,256/23843,0.00040505971465773201,0.0079126870498964896,0.00635026640925959,Prdx6/Ndufs3/Prdx1/Atpif1/Mpv17/Cav1/Cycs/Hk2/Sirt2/Ndufc2/Ndufa13/Prdx2/Cryab/Cyb5r4/Gpx1/Mapt/Ndufaf2/Ndufs4/Hsp90aa1/Khsrp/Gstp1,21
GO:1990748,cellular detoxification,6/857,28/23843,0.00040506864355191002,0.0079126870498964896,0.00635026640925959,Prdx6/Gstm5/Adh5/Prdx1/Prdx2/Esd,6
GO:0000027,ribosomal large subunit assembly,7/857,39/23843,0.00042558577603597802,0.0082188106279702001,0.0065959435430404901,Rpl12/Rpl10/Rpl6/Rpl23a/Rpl38/Rpl24/Gm10036,7
GO:1901998,toxin transport,7/857,39/23843,0.00042558577603597802,0.0082188106279702001,0.0065959435430404901,Hspa5/Cct3/Dnaja1/Cct7/Scfd1/Cct5/Cct8,7
GO:0031333,negative regulation of protein complex assembly,14/857,137/23843,0.00042793194693872399,0.0082188106279702001,0.0065959435430404901,Sptan1/Ddx3x/Tmsb4x/Pfn2/Lmo4/Capza2/Tmsb10/Sirt2/Eif4ebp1/Cryab/Rdx/Tpm1/Tmod3/Tmod2,14
GO:1902904,negative regulation of supramolecular fiber organization,14/857,137/23843,0.00042793194693872399,0.0082188106279702001,0.0065959435430404901,Sptan1/Tmsb4x/Mid1/Pfn2/Wasf2/Capza2/Tmsb10/Ldlr/Hspa8/Cryab/Rdx/Tpm1/Tmod3/Tmod2,14
GO:0046902,regulation of mitochondrial membrane permeability,8/857,51/23843,0.00043605429425394902,0.0083397664394761501,0.0066930157034794597,Mtch2/Slc25a5/Atpif1/Hk2/Bax/Slc25a4/Cnp/Siva1,8
GO:0051580,regulation of neurotransmitter uptake,5/857,19/23843,0.00045280761506897601,0.0084827197068864293,0.0068077417537333101,Sept2/Gpm6b/Rab3b/Arl6ip5/Arl6ip1,5
GO:0090670,RNA localization to Cajal body,5/857,19/23843,0.00045280761506897601,0.0084827197068864293,0.0068077417537333101,Cct3/Cct7/Nhp2/Cct5/Cct8,5
GO:0090671,telomerase RNA localization to Cajal body,5/857,19/23843,0.00045280761506897601,0.0084827197068864293,0.0068077417537333101,Cct3/Cct7/Nhp2/Cct5/Cct8,5
GO:0090672,telomerase RNA localization,5/857,19/23843,0.00045280761506897601,0.0084827197068864293,0.0068077417537333101,Cct3/Cct7/Nhp2/Cct5/Cct8,5
GO:0090685,RNA localization to nucleus,5/857,19/23843,0.00045280761506897601,0.0084827197068864293,0.0068077417537333101,Cct3/Cct7/Nhp2/Cct5/Cct8,5
GO:0050680,negative regulation of epithelial cell proliferation,14/857,138/23843,0.00046082806015891999,0.0085977349509650004,0.00690004635726675,Pax6/Maged1/Sox2/Pdcd10/Cdkn2a/Atpif1/Cav1/Ptn/Apoe/Rgcc/Sox9/Ctsl/Mef2c/Atp5a1,14
GO:0019079,viral genome replication,12/857,107/23843,0.00046663091655804598,0.0086706094292147498,0.0069585312118305102,Ddx3x/Vcp/Trim28/Smarcb1/Hspa8/Ppib/Top2a/Ddx5/Pabpc1/Pcbp2/Vapa/Banf1,12
GO:1900180,regulation of protein localization to nucleus,13/857,123/23843,0.00049100497968005698,0.0090865739356985505,0.0072923603417217103,Cct3/Txn1/Cdkn2a/Cct7/Nutf2/Uaca/Zic1/Ppp2ca/Ddx5/Hsp90aa1/Cct5/Cct8/Hnrnpm,13
GO:0033119,negative regulation of RNA splicing,6/857,29/23843,0.00049533812887162204,0.0091298007543233299,0.0073270516940475497,Hnrnpa2b1/Rps13/Ptbp1/Hnrnpk/Tmbim6/Rnps1,6
GO:0001937,negative regulation of endothelial cell proliferation,7/857,40/23843,0.00050003405696173199,0.0091793400577191899,0.0073668090826955702,Pdcd10/Atpif1/Cav1/Apoe/Rgcc/Mef2c/Atp5a1,7
GO:0034470,ncRNA processing,25/857,335/23843,0.00050209568933744198,0.0091803175838457898,0.0073675935888041499,Ncl/Rpl35/Ssb/Rps21/Rps6/Cdkn2a/Rps8/Lyar/Hnrnpa2b1/Wbp11/Rps16/Rps17/Ddx21/Rrp1/Rtcb/Rps24/Nhp2/Rpl26/Rpl27/Nsa2/Alkbh1/Rpl35a/Wdr43/Rps14/Pdcd11,25
GO:0007006,mitochondrial membrane organization,11/857,93/23843,0.00050452592515362702,0.0091880000154471297,0.0073737590654661001,Mtch2/Slc25a5/Atpif1/Immt/Hk2/Bax/Slc25a4/Ndufa13/Cnp/Hsp90aa1/Siva1,11
GO:1902652,secondary alcohol metabolic process,13/857,124/23843,0.00053083369897301096,0.0096287334841493408,0.0077274663363447902,Acadl/Ebp/Fdps/Abca1/Apoe/Ldlr/Aplp2/Acat1/Acadvl/Nfe2l1/Npc2/Srebf2/App,13
GO:0007264,small GTPase mediated signal transduction,33/857,495/23843,0.00054108277170249403,0.0097758472310359706,0.0078455313475481302,Prex2/Rsu1/Rab14/Dgkz/Stmn3/Rab33a/Rab9/Nras/Vav3/Sdcbp/Abca1/Dock7/Rab3b/Wasf2/Cdc42/Rheb/Mmd2/Trim28/Apoe/Rab6a/Hmox1/Rab4a/Spry2/Arpp19/Rab6b/Kpnb1/Gdi2/Rasa1/Plk2/Ywhaq/Rhoj/Rab26/Rab18,33
GO:0009636,response to toxic substance,25/857,337/23843,0.00054772097921916996,0.0098181670431797107,0.0078794947887670108,Prdx6/Atp1a2/Pdcd10/Gstm5/Adh5/Ggh/Txn1/Alad/Cdkn2a/Prdx1/Actb/Slc6a1/Lig1/Scn1b/Bax/Psap/Hmox1/Prdx2/Mt1/Esd/Cryab/Gpx1/Acaa1a/Cnp/Mbp,25
GO:0046394,carboxylic acid biosynthetic process,25/857,337/23843,0.00054772097921916996,0.0098181670431797107,0.0078794947887670108,Acadl/Ptgds/Mtch2/Gatm/Pgk1/Phgdh/Atpif1/Asns/Hk2/Mgll/Tpi1/Gapdh/Ldhb/Gpi1/Ldha/Mif/Tecr/Pkm/Acadvl/Aldoc/Acly/Fasn/Gpd1/Qk/Pgam1,25
GO:0006879,cellular iron ion homeostasis,8/857,53/23843,0.00056980914877416996,0.0101582625897471,0.0081524358657597603,Atp6ap1/Atp6v1g1/Ftl1/Hmox1/Atp6v0d1/Trf/Ndfip1/Fth1,8
GO:0016053,organic acid biosynthetic process,25/857,338/23843,0.00057186442844109505,0.0101582625897471,0.0081524358657597603,Acadl/Ptgds/Mtch2/Gatm/Pgk1/Phgdh/Atpif1/Asns/Hk2/Mgll/Tpi1/Gapdh/Ldhb/Gpi1/Ldha/Mif/Tecr/Pkm/Acadvl/Aldoc/Acly/Fasn/Gpd1/Qk/Pgam1,25
GO:0031497,chromatin assembly,13/857,125/23843,0.00057336069747423795,0.0101582625897471,0.0081524358657597603,Hjurp/H3f3a/Set/Anp32b/Cdkn2a/Itgb3bp/Gatad1/Nap1l5/Nap1l1/Hist3h2ba/Sox9/H3f3b/Hist1h1b,13
GO:1900182,positive regulation of protein localization to nucleus,10/857,80/23843,0.00057790222426551505,0.0101991933093346,0.0081852845013831305,Cct3/Cdkn2a/Cct7/Nutf2/Uaca/Zic1/Hsp90aa1/Cct5/Cct8/Hnrnpm,10
GO:0051261,protein depolymerization,12/857,110/23843,0.00060046289880907801,0.0104371034923795,0.0083762174972521596,Sptan1/Dstn/Stmn3/Mid1/Capza2/Sh3gl3/Stmn4/Hspa8/Rdx/Tpm1/Tmod3/Tmod2,12
GO:2000045,regulation of G1/S transition of mitotic cell cycle,12/857,110/23843,0.00060046289880907801,0.0104371034923795,0.0083762174972521596,Dgkz/Ddx3x/Larp7/Anp32b/Ccnd2/Tcf3/Rgcc/Rdx/Rps27l/Rpl26/Id2/Rpl17,12
GO:0070670,response to interleukin-4,6/857,30/23843,0.00060051590866239699,0.0104371034923795,0.0083762174972521596,Hspa5/Cited1/Alad/Rplp0/Fasn/Rps2,6
GO:1900087,positive regulation of G1/S transition of mitotic cell cycle,6/857,30/23843,0.00060051590866239699,0.0104371034923795,0.0083762174972521596,Ddx3x/Larp7/Anp32b/Ccnd2/Rdx/Rpl17,6
GO:0048024,"regulation of mRNA splicing, via spliceosome",10/857,81/23843,0.00063843245153479401,0.011012357494209601,0.00883788319205067,Prdx6/Hnrnpa2b1/Ptbp1/Hspa8/Ddx5/Hnrnpk/Khdrbs3/Rnps1/Srsf3/Malat1,10
GO:1901989,positive regulation of cell cycle phase transition,10/857,81/23843,0.00063843245153479401,0.011012357494209601,0.00883788319205067,Ddx3x/Larp7/Anp32b/Rcc2/Ccnd2/Rdx/Tmod3/Cdc25a/App/Rpl17,10
GO:0030100,regulation of endocytosis,20/857,247/23843,0.00064870208287949496,0.0110645996694749,0.0088798097498232406,Rab14/B2m/Sdcbp/Lrpap1/Lyar/Cav1/Apoe/Mfge8/Ahi1/Cnn2/Cd63/Calr/Rab4a/Ldlr/Hspa8/Anxa2/Trf/Myo18a/Hnrnpk/Syt4,20
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",4/857,12/23843,0.00065114358151142796,0.0110645996694749,0.0088798097498232406,Uqcrh/Cycs/Uqcrc1/Uqcrb,4
GO:0036295,cellular response to increased oxygen levels,4/857,12/23843,0.00065114358151142796,0.0110645996694749,0.0088798097498232406,Atp6ap1/Atp6v1g1/Cav1/Atp6v0d1,4
GO:1904816,"positive regulation of protein localization to chromosome, telomeric region",4/857,12/23843,0.00065114358151142796,0.0110645996694749,0.0088798097498232406,Cct7/Gnl3/Cct5/Cct8,4
GO:0051235,maintenance of location,23/857,303/23843,0.00065599656802188002,0.011105778934918599,0.0089128578540204808,Dbi/Hspa5/Flna/Tmsb4x/Creb3/Txn1/Sri/Cav1/Mest/Tmsb10/Hk2/Apoe/Ftl1/Bax/Tnrc6a/Ank3/Os9/Thy1/Hexa/Gm2a/Mprip/Srebf2/Fth1,23
GO:0051099,positive regulation of binding,17/857,194/23843,0.00066889273427987196,0.0112408407661518,0.0090212506925903893,B2m/S100a10/Txn1/Eno1/Cav1/Trim28/Apoe/Sirt2/Dph3/Anxa2/Nme1/Mef2c/Plk2/Calm1/Eif3e/Hes1/App,17
GO:0090316,positive regulation of intracellular protein transport,17/857,194/23843,0.00066889273427987196,0.0112408407661518,0.0090212506925903893,Psmb7/Prnp/Bcap31/Pdcd10/Cdc42/Camk1/Wbp11/Psmd8/Ank3/Oaz1/Nutf2/Uaca/Zic1/Hsp90aa1/Srebf2/Hes1/Camk4,17
GO:0022618,ribonucleoprotein complex assembly,18/857,212/23843,0.00068424199184524096,0.0114566671967934,0.0091944605420499897,Sf3b1/Rpl12/Ddx3x/Rpl10/Eif2s3x/Rpl6/Gemin7/Rps17/Rps27l/Rpl23a/Rpl38/Rps23/Hsp90aa1/Rpl24/Rps2/Eif2s3y/Gm10036/Rps14,18
GO:0006635,fatty acid beta-oxidation,9/857,68/23843,0.00070765162874434305,0.011762456709056001,0.0094398695738719101,Acadl/Dbi/Hadhb/Etfb/Acat1/Acad11/Acaa1a/Acadvl/Acat2,9
GO:0032482,Rab protein signal transduction,9/857,68/23843,0.00070765162874434305,0.011762456709056001,0.0094398695738719101,Rab14/Rab33a/Rab9/Rab3b/Rab6a/Rab4a/Rab6b/Rab26/Rab18,9
GO:0034599,cellular response to oxidative stress,20/857,249/23843,0.00071761347522716499,0.0118848231712441,0.0095380738412153693,Prdx6/Pdcd10/Txn1/Cdkn2a/Prdx1/Mpv17/Chchd4/Arl6ip5/Sirt2/Psap/Hmox1/Prdx2/Uaca/Gpx1/Nfe2l1/Mapt/P4hb/Fos/Etv5/Txnl1,20
GO:1901214,regulation of neuron death,25/857,344/23843,0.000737219616243304,0.012165454389343499,0.0097632922766783797,Set/Kcnip3/Prnp/Cited1/Cdc42/Fzd9/Ptprz1/Chl1/Ube2m/Apoe/Gpi1/Bax/Hmox1/Prdx2/Mt1/Gpx1/Mapt/Ntrk2/Mef2c/Fos/Alkbh1/Psmc1/Lgmn/Ube2v2/Ppp2r2b,25
GO:0006913,nucleocytoplasmic transport,23/857,306/23843,0.00075037740907220904,0.0123380400606801,0.0099017995858260103,Ssb/Cited1/Anp32b/Txn1/Cdkn2a/Hnrnpa2b1/Chchd4/Camk1/Calr/Nutf2/Hspa8/Uaca/Zic1/Ppp2ca/Mybbp1a/Kpnb1/Ddx5/Pik3r1/Hsp90aa1/Six3/Rab18/Camk4/Nxf1,23
GO:2001056,positive regulation of cysteine-type endopeptidase activity,13/857,129/23843,0.00077340772820453599,0.0126711352172865,0.0101691225534533,Mtch2/Ddx3x/Bcap31/F3/Vcp/Cdkn2a/Cycs/Arl6ip5/Bax/Ndufa13/Uaca/Rps27l/Ppp2ca,13
GO:0051169,nuclear transport,23/857,307/23843,0.00078435261188216005,0.012804556388976301,0.0102761986932682,Ssb/Cited1/Anp32b/Txn1/Cdkn2a/Hnrnpa2b1/Chchd4/Camk1/Calr/Nutf2/Hspa8/Uaca/Zic1/Ppp2ca/Mybbp1a/Kpnb1/Ddx5/Pik3r1/Hsp90aa1/Six3/Rab18/Camk4/Nxf1,23
GO:1901992,positive regulation of mitotic cell cycle phase transition,9/857,69/23843,0.00078828035420216503,0.0128228807795662,0.0102909047926374,Ddx3x/Larp7/Anp32b/Rcc2/Ccnd2/Rdx/Tmod3/App/Rpl17,9
GO:0043903,"regulation of symbiosis, encompassing mutualism through parasitism",18/857,215/23843,0.000805996916304355,0.013064581221373101,0.0104848796316561,Ddx3x/Cav1/Chmp3/Gapdh/Trim28/Chmp2a/Apoe/Smarcb1/Hspa8/Ppib/Anxa2/Top2a/Ddx5/P4hb/Pabpc1/Lgals1/Vapa/Banf1,18
GO:0001754,eye photoreceptor cell differentiation,8/857,56/23843,0.00083078853509096703,0.013384243897532001,0.0107414224649447,Pax6/Ptn/Ahi1/Otx2/Rpgrip1/Thy1/Sox9/Ntrk2,8
GO:1903364,positive regulation of cellular protein catabolic process,13/857,130/23843,0.00083169009876784704,0.013384243897532001,0.0107414224649447,Bcap31/Vcp/Atpif1/Apoe/Sirt2/Ctsc/Cd81/Ldlr/Rdx/Plk2/Trib2/Hsp90aa1/Ube2v2,13
GO:0022411,cellular component disassembly,25/857,347/23843,0.00083450219006708196,0.013384243897532001,0.0107414224649447,Sptan1/Dstn/Stmn3/Mid1/Vcp/Cdkn2a/Atpif1/Capza2/Hk2/Wbp11/Bax/Sh3gl3/Smarcb1/Gabarapl2/Stmn4/Hspa8/Rdx/Tpm1/Tmod3/Tmod2/Gabarap/Rpl23/Top2a/Srebf2/Lix1,25
GO:0045070,positive regulation of viral genome replication,6/857,32/23843,0.00086214017763702505,0.013779170461464501,0.011058367755116099,Ddx3x/Hspa8/Ppib/Top2a/Pabpc1/Vapa,6
GO:0032388,positive regulation of intracellular transport,20/857,253/23843,0.00087456977232451799,0.0139291234470222,0.0111787113755766,Psmb7/Prnp/Bcap31/Pdcd10/Cdc42/Camk1/Wbp11/Psmd8/Ank3/Oaz1/Nutf2/Fez1/Rdx/Uaca/Anxa2/Zic1/Hsp90aa1/Srebf2/Hes1/Camk4,20
GO:0036296,response to increased oxygen levels,4/857,13/23843,0.000913880393732979,0.0144046457922533,0.011560338192956199,Atp6ap1/Atp6v1g1/Cav1/Atp6v0d1,4
GO:0046185,aldehyde catabolic process,4/857,13/23843,0.000913880393732979,0.0144046457922533,0.011560338192956199,Adh5/Gpi1/Esd/Haghl,4
GO:0098712,L-glutamate import across plasma membrane,4/857,13/23843,0.000913880393732979,0.0144046457922533,0.011560338192956199,Sept2/Kcnj10/Arl6ip5/Arl6ip1,4
GO:0010639,negative regulation of organelle organization,26/857,369/23843,0.00091880434908985604,0.014432490308212099,0.0115826845960505,H3f3a/Sptan1/Slc25a5/Tmsb4x/Mid1/Pfn2/Wasf2/Capza2/Tmsb10/Chmp2a/Smarcb1/Rgcc/Fez1/Rdx/Tpm1/Tmod3/Tmod2/Gpx1/Nme6/Map4/Top2a/Mapt/H3f3b/Prelid1/Scfd1/Syt4,26
GO:0006333,chromatin assembly or disassembly,14/857,148/23843,0.00092641245218097695,0.0144803218609382,0.0116210714424736,Hjurp/H3f3a/Set/Anp32b/Cdkn2a/Itgb3bp/Gatad1/Nap1l5/Smarcb1/Nap1l1/Hist3h2ba/Sox9/H3f3b/Hist1h1b,14
GO:0045685,regulation of glial cell differentiation,10/857,85/23843,0.00093528517777094998,0.0144803218609382,0.0116210714424736,Serpine2/Rheb/Sirt2/Zfp365/Ldlr/Id2/Hes1/App/Olig2/Qk,10
GO:0015800,acidic amino acid transport,8/857,57/23843,0.00093645651687102299,0.0144803218609382,0.0116210714424736,Sept2/Kcnj10/Arl6ip5/Slc6a1/Arl6ip1/Myo6/Ntrk2/Syt4,8
GO:0000028,ribosomal small subunit assembly,5/857,22/23843,0.00093768874881594805,0.0144803218609382,0.0116210714424736,Rps17/Rps27l/Rpl38/Rps2/Rps14,5
GO:0042026,protein refolding,5/857,22/23843,0.00093768874881594805,0.0144803218609382,0.0116210714424736,Hspa5/B2m/Hspa8/Hsp90aa1/St13,5
GO:0032272,negative regulation of protein polymerization,9/857,71/23843,0.00097198637342789601,0.014959426642892,0.0120055733170165,Sptan1/Tmsb4x/Pfn2/Capza2/Tmsb10/Rdx/Tpm1/Tmod3/Tmod2,9
GO:0043524,negative regulation of neuron apoptotic process,15/857,166/23843,0.00099209791298763205,0.0152177166451895,0.0122128619807909,Set/Cited1/Fzd9/Chl1/Apoe/Gpi1/Bax/Hmox1/Prdx2/Mt1/Ntrk2/Mef2c/Alkbh1/Lgmn/Ube2v2,15
GO:0061564,axon development,32/857,493/23843,0.0010155625413836001,0.0155255397212858,0.012459903033697799,Tnr/Pax6/Dock7/Uchl1/Epha5/Actb/Ptprz1/Mgll/Chl1/Cntn4/Apoe/Scn1b/Ndn/Eif4g2/E030030I06Rik/Ank3/Mif/Otx2/Sept7/Fez1/Thy1/Cnp/Mapt/Tubb2b/Nrn1/Ntrk2/Gap43/Alcam/Rpl24/App/Metrn/Nrep,32
GO:0030301,cholesterol transport,9/857,72/23843,0.00107605246934123,0.016340982848367901,0.013114330671985201,Abca1/Stx12/Cav1/Apoe/Ldlr/Anxa2/Npc2/Srebf2/Acat2,9
GO:0061077,chaperone-mediated protein folding,9/857,72/23843,0.00107605246934123,0.016340982848367901,0.013114330671985201,Hspe1/Hspa5/Cct3/Cct7/Calr/Hspa8/Cct5/St13/Cct8,9
GO:0019068,virion assembly,5/857,23/23843,0.00116300929353942,0.017544935580094699,0.014080553718898299,Chmp5/Chmp3/Chmp2a/Apoe/Vta1,5
GO:0089718,amino acid import across plasma membrane,5/857,23/23843,0.00116300929353942,0.017544935580094699,0.014080553718898299,Sept2/Kcnj10/Arl6ip5/Arl6ip1/Slc3a2,5
GO:0034101,erythrocyte homeostasis,13/857,135/23843,0.00118133949381721,0.017762838244205499,0.0142554298336322,B2m/Rps6/Prdx1/Atpif1/Lyar/Gpi1/Rps17/Hmox1/Rps24/Tmod3/Nfe2l1/Id2/Rps14,13
GO:0015918,sterol transport,9/857,73/23843,0.0011889503493714699,0.017818662449104999,0.0143002311218623,Abca1/Stx12/Cav1/Apoe/Ldlr/Anxa2/Npc2/Srebf2/Acat2,9
GO:0030261,chromosome condensation,6/857,34/23843,0.00120377085288512,0.017981818851430902,0.0144311710433596,H3f3a/Nusap1/Ncaph/Ncapd2/Top2a/H3f3b,6
GO:0008203,cholesterol metabolic process,12/857,119/23843,0.0012086760018163801,0.017996280144308398,0.014442776843237,Acadl/Ebp/Fdps/Abca1/Apoe/Ldlr/Aplp2/Acadvl/Nfe2l1/Npc2/Srebf2/App,12
GO:0071826,ribonucleoprotein complex subunit organization,18/857,223/23843,0.0012250224593942499,0.018180446954191999,0.014590578506455801,Sf3b1/Rpl12/Ddx3x/Rpl10/Eif2s3x/Rpl6/Gemin7/Rps17/Rps27l/Rpl23a/Rpl38/Rps23/Hsp90aa1/Rpl24/Rps2/Eif2s3y/Gm10036/Rps14,18
GO:0016049,cell growth,32/857,499/23843,0.00123597185931756,0.018213854376827401,0.014617389377711501,Igfbp2/Serpine2/Tnr/Ndufs3/Csnk2a1/Ddx3x/Lamtor2/Fdps/Sdcbp/Creb3/Cdkn2a/Mgll/Apoe/Ndn/Eif4g2/Cd81/Slc25a4/Ndufa13/Sept7/Cadm1/Cryab/Ip6k2/Nme6/Sertad2/Igfbp4/Mapt/Sox9/Nrn1/Hnrnpk/App/Syt4/Ccdc85b,32
GO:0019081,viral translation,4/857,14/23843,0.0012432121123540001,0.018213854376827401,0.014617389377711501,Ssb/Eif3f/Ptbp1/Pcbp2,4
GO:0045899,positive regulation of RNA polymerase II transcriptional preinitiation complex assembly,4/857,14/23843,0.0012432121123540001,0.018213854376827401,0.014617389377711501,Psmc2/Psmc6/Psmc5/Psmc1,4
GO:1904814,"regulation of protein localization to chromosome, telomeric region",4/857,14/23843,0.0012432121123540001,0.018213854376827401,0.014617389377711501,Cct7/Gnl3/Cct5/Cct8,4
