"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","group"
"GO:0021761","GO:0021761","limbic system development","17/682","80/12463",1.15017704004123e-06,6.1586752416753e-05,5.26109689128906e-05,"22187/54713/13392/18186/16842/70762/18124/20346/14168/11922/21375/81907/13839/66797/19280/11682/18992",17,5
"GO:00083611","GO:0008361","regulation of cell size","27/682","177/12463",1.18242680854198e-06,6.25018683540844e-05,5.33927139187782e-05,"14025/11858/12567/23797/20354/12934/17756/20562/18186/13841/20348/20346/70433/14168/18213/214968/13508/19280/211323/13640/382253/23945/20360/17762/76499/243743/71373",27,5
"GO:00347653","GO:0034765","regulation of ion transmembrane transport","42/682","351/12463",1.39586574568656e-06,7.28500565755151e-05,6.22327353106893e-05,"12290/11820/17260/15165/114584/66109/11418/20191/72555/13383/14169/72978/24012/110876/226922/18578/14168/17999/12293/109676/11735/18750/12671/19091/20269/380702/16519/110862/18795/269994/238871/170738/192167/59095/20541/80334/238161/241794/20274/53416/108071/94253",42,5
"GO:00425512","GO:0042551","neuron maturation","13/682","49/12463",1.48245769242731e-06,7.64021633234725e-05,6.52671505113393e-05,"14025/11820/170758/319504/19645/210933/269116/11735/66797/23859/68955/21367/12043",13,5
"GO:00324093","GO:0032409","regulation of transporter activity","30/682","212/12463",1.54930169996408e-06,7.88613692463199e-05,6.73679465637403e-05,"11820/17260/15165/11418/20191/72555/13383/14169/72978/18578/14168/17999/12293/109676/11735/18750/12671/19091/380702/18795/269994/238871/192167/59095/238161/241794/53416/108071/94253/12043",30,5
"GO:00074133","GO:0007413","axonal fasciculation","9/682","23/12463",1.70531359248522e-06,8.45999036207431e-05,7.2270134806032e-05,"54713/18186/13838/20346/72832/12801/13837/21367/17967",9,5
"GO:01060303","GO:0106030","neuron projection fasciculation","9/682","23/12463",1.70531359248522e-06,8.45999036207431e-05,7.2270134806032e-05,"54713/18186/13838/20346/72832/12801/13837/21367/17967",9,5
"GO:00509203","GO:0050920","regulation of chemotaxis","24/682","149/12463",1.72359735729867e-06,8.45999036207431e-05,7.2270134806032e-05,"12317/11820/20354/54713/19876/20562/18186/20348/20346/18213/21375/18205/214968/13508/18750/20360/19242/53416/67263/14083/243743/268902/12554/105689",24,5
"GO:00305162","GO:0030516","regulation of axon extension","19/682","101/12463",1.94799905724297e-06,9.4489413094268e-05,8.07183262604952e-05,"20354/12934/17756/20562/18186/20348/20346/70433/18213/214968/13508/19280/211323/382253/23945/20360/17762/76499/243743",19,5
"GO:00301553","GO:0030155","regulation of cell adhesion","52/682","486/12463",2.46255162714592e-06,0.000118059306496775,0.000100853093567078,"12317/21672/328365/170758/77976/20354/12053/13383/18186/18845/16403/20713/16842/13841/18124/23965/114873/74769/18708/277360/77569/13612/20194/57257/11735/16008/229473/13839/14924/13508/12484/18750/244895/230126/13837/19091/68732/74762/13640/14348/50791/208936/67245/19242/14083/76499/12043/208650/243743/12554/269152/225631",52,5
"GO:00986603","GO:0098660","inorganic ion transmembrane transport","52/682","493/12463",3.74874864653207e-06,0.000177656214593698,0.000151764222278237,"140493/12290/15165/14401/14394/66109/11418/20191/213053/13383/14169/19775/24012/110876/22065/22066/226922/18578/16438/14168/17999/12293/14402/108664/109676/11735/226781/110893/19091/20269/140492/16519/14407/110862/18795/238871/170738/16526/232975/59095/20541/80334/238161/241794/20274/53416/108071/94253/270028/54403/240776/110891",52,5
"GO:00080452","GO:0008045","motor neuron axon guidance","9/682","25/12463",3.86138203054286e-06,0.000178881776538519,0.000152811168234139,"11658/20562/18186/13838/20346/108699/108655/243743/105689",9,5
"GO:00163392","GO:0016339","calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules","9/682","25/12463",3.86138203054286e-06,0.000178881776538519,0.000152811168234139,"12558/12563/320865/320873/192167/215654/12552/12564/12554",9,5
"GO:00995651","GO:0099565","chemical synaptic transmission, postsynaptic","17/682","87/12463",3.91360777256668e-06,0.00017928672051436,0.000153157094818808,"20370/11820/17260/108100/11441/14402/320127/116838/81907/110893/192167/22249/116837/13048/14804/235086/110891",17,5
"GO:00347623","GO:0034762","regulation of transmembrane transport","46/682","418/12463",4.50092866554271e-06,0.000203926691077281,0.00017420598397809,"12290/11820/17260/15165/114584/66109/11418/20191/72555/13383/14169/72978/24012/110876/16592/226922/18124/18578/14168/17999/12293/109676/11735/18750/12671/19091/20269/380702/16519/110862/18795/269994/238871/170738/192167/59095/20541/80334/238161/241794/20274/53416/108071/94253/12043/98496",46,5
"GO:00199323","GO:0019932","second-messenger-mediated signaling","34/682","270/12463",4.65038389002997e-06,0.000208407964984713,0.000178034147551948,"11820/20191/19085/54195/18578/16438/319387/12314/18013/210933/116838/109676/18585/60596/13839/12801/23964/12484/12671/19091/12778/211323/238871/14677/20541/381853/238161/99633/17762/108071/244579/17967/12554/110891",34,5
"GO:00507722","GO:0050772","positive regulation of axonogenesis","17/682","89/12463",5.41115287328884e-06,0.000239894444049139,0.000204931720588845,"14025/11858/20354/19876/18186/18845/330938/18213/67095/13508/24001/211323/13640/382253/17762/243743/268902",17,5
"GO:0015672","GO:0015672","monovalent inorganic cation transport","39/682","333/12463",5.60558871544255e-06,0.000245870662486911,0.000210036952316582,"140493/15165/23797/20393/11418/13383/14169/24012/110876/226922/140919/14168/17999/108664/109676/11735/110893/19091/20269/140492/16519/110862/18795/170738/16526/232975/59095/20541/80334/238161/241794/20274/53416/269513/94253/54403/72413/240776/110891",39,5
"GO:00507711","GO:0050771","negative regulation of axonogenesis","14/682","63/12463",5.80011225709477e-06,0.000251724871957913,0.000215037956922317,"14025/20354/17756/20562/18186/13841/20348/20346/70433/14168/214968/19280/20360/14083",14,5
"GO:0035725","GO:0035725","sodium ion transmembrane transport","18/682","99/12463",5.98255388341219e-06,0.00025693822563863,0.000219491505415539,"15165/11418/14169/110876/14168/17999/11735/110893/20269/18795/232975/59095/20541/20274/53416/94253/54403/110891",18,5
"GO:00015581","GO:0001558","regulation of cell growth","40/682","348/12463",6.72608266525763e-06,0.000285893183802652,0.000244226506760196,"14025/11858/20393/20354/12934/19645/12053/17756/20983/20562/18186/16842/13841/20348/20346/70433/14168/219158/18213/116838/214968/13508/20979/19280/20564/211323/108655/13640/13823/116837/382253/23945/20360/238161/17762/14083/76499/12043/243743/668303",40,5
"GO:00900661","GO:0090066","regulation of anatomical structure size","46/682","425/12463",7.00713934058743e-06,0.000294800362257571,0.000251835534195548,"18519/14025/11858/12567/23797/11418/20354/12934/22422/13383/17756/268970/20562/108100/18186/229877/13841/20348/20346/70433/14168/72042/277360/18213/60596/214968/13508/12671/19091/19280/544963/68732/211323/13640/14042/21367/20541/382253/23945/20360/17762/14083/76499/19241/243743/71373",46,5
"GO:00486633","GO:0048663","neuron fate commitment","12/682","48/12463",7.38271884212518e-06,0.000305266251290404,0.000260776102433765,"17933/15228/54713/13392/225207/16392/18213/212712/21375/58208/211323/18992",12,5
"GO:00107711","GO:0010771","negative regulation of cell morphogenesis involved in differentiation","17/682","91/12463",7.40398378099452e-06,0.000305266251290404,0.000260776102433765,"14025/20354/17756/20562/18186/13841/20348/20346/70433/14168/214968/19280/103967/192167/13640/20360/14083",17,5
"GO:00990681","GO:0099068","postsynapse assembly","9/682","27/12463",8.02420766819707e-06,0.000327562457583926,0.000279822812483454,"12558/18213/171171/19266/217692/19280/192167/50791/14804",9,5
"GO:00488462","GO:0048846","axon extension involved in axon guidance","10/682","34/12463",8.91571605110891e-06,0.000356888323094389,0.000304874664353709,"20354/20562/18186/20348/20346/214968/13508/20564/20360/243743",10,5
"GO:19022842","GO:1902284","neuron projection extension involved in neuron projection guidance","10/682","34/12463",8.91571605110891e-06,0.000356888323094389,0.000304874664353709,"20354/20562/18186/20348/20346/214968/13508/20564/20360/243743",10,5
"GO:00072153","GO:0007215","glutamate receptor signaling pathway","16/682","83/12463",9.00708266834004e-06,0.000357078863861211,0.000305037435306334,"108069/11820/17260/67579/72555/72978/14807/380702/18795/108073/269994/192167/14800/545156/232975/108071",16,5
"GO:00519663","GO:0051966","regulation of synaptic transmission, glutamatergic","14/682","66/12463",1.03104434910848e-05,0.000404856747749928,0.000345852069385159,"108069/17260/26564/12558/14802/14807/320127/12801/20979/108073/192167/14800/545156/108071",14,5
"GO:00481682","GO:0048168","regulation of neuronal synaptic plasticity","13/682","58/12463",1.12879832549737e-05,0.000439059952455249,0.000375070426724348,"12323/11820/16590/72555/20983/380702/140492/545156/22249/116837/21367/108071/110891",13,5
"GO:00354182","GO:0035418","protein localization to synapse","17/682","94/12463",1.16331670624835e-05,0.000448257456061866,0.000382927466709984,"11418/13383/108100/29819/72978/20614/14735/224997/380702/23859/192167/545156/23888/50791/77531/17762/665113",17,5
"GO:00990841","GO:0099084","postsynaptic specialization organization","10/682","35/12463",1.18754932003882e-05,0.000453357948751858,0.000387284602811881,"12558/54725/18213/171171/81907/19266/217692/19280/192167/14804",10,5
"GO:00109772","GO:0010977","negative regulation of neuron projection development","23/682","156/12463",1.28917134020449e-05,0.00048763792987735,0.000416568547013445,"20370/14025/20354/13196/17756/20562/18186/13838/20257/13841/20348/20346/70433/233781/14168/214968/13837/19280/103967/192167/270120/20360/14083",23,5
"GO:00316442","GO:0031644","regulation of nervous system process","21/682","136/12463",1.48576678821779e-05,0.000556892406165633,0.000475729729509735,"108069/11820/72555/108100/16592/11441/116838/81907/224997/110893/380702/211323/192167/22249/116837/13048/23945/23966/17967/235086/110891",21,5
"GO:00971061","GO:0097106","postsynaptic density organization","9/682","29/12463",1.55333210895871e-05,0.000576971917588897,0.000492882810486092,"12558/54725/18213/81907/19266/217692/19280/192167/14804",9,5
"GO:00015081","GO:0001508","action potential","18/682","106/12463",1.60286514618218e-05,0.000590054731938315,0.000504058907812554,"15165/319504/20191/13383/110876/11441/14168/12293/18213/109676/11735/12801/20269/140492/108655/20274/72413/110891",18,5
"GO:19024142","GO:1902414","protein localization to cell junction","19/682","117/12463",1.81500055465397e-05,0.000660824545227213,0.000564514578891266,"11418/58998/13383/108100/29819/72978/20614/14735/58235/224997/380702/23859/192167/545156/23888/50791/77531/17762/665113",19,5
"GO:00451611","GO:0045161","neuronal ion channel clustering","6/682","12/12463",1.82716464118123e-05,0.000660824545227213,0.000564514578891266,"319504/269116/11735/66797/23859/21367",6,5
"GO:0021543","GO:0021543","pallium development","21/682","138/12463",1.86674345098164e-05,0.000669268108556286,0.000571727559449387,"328365/15228/54713/19876/13392/12558/16842/70762/18124/14168/330938/11922/13796/81907/13839/218194/19280/18795/74762/11682/18992",21,5
"GO:00488412","GO:0048841","regulation of axon extension involved in axon guidance","9/682","30/12463",2.11216900738505e-05,0.000750730415297291,0.000641317377378438,"20354/20562/18186/20348/20346/214968/13508/20360/243743",9,5
"GO:19000062","GO:1900006","positive regulation of dendrite development","17/682","99/12463",2.36027830577482e-05,0.000831745936299963,0.000710525525067255,"20370/12323/13047/20393/108100/29819/13838/19266/211323/192167/545156/331461/13048/11682/382253/19242/329934",17,5
"GO:00197223","GO:0019722","calcium-mediated signaling","20/682","130/12463",2.4944201037555e-05,0.00087156729557491,0.000744543235251197,"11820/20191/16438/12314/18013/109676/23964/12484/12671/12778/211323/238871/20541/238161/17762/108071/244579/17967/12554/110891",20,5
"GO:01400582","GO:0140058","neuron projection arborization","8/682","24/12463",2.59374315617835e-05,0.000898383429012655,0.000767451128707085,"18186/20346/11441/171171/80883/218194/192167/19242",8,5
"GO:0060998","GO:0060998","regulation of dendritic spine development","16/682","90/12463",2.61474682225367e-05,0.000898383429012655,0.000767451128707085,"12323/17260/13196/108100/29819/13838/327814/217692/19280/103967/211323/192167/545156/13048/382253/329934",16,5
"GO:00325351","GO:0032535","regulation of cellular component size","37/682","332/12463",2.95058400549886e-05,0.0010053932111299,0.000858865078938598,"14025/11858/12567/23797/20354/12934/22422/13383/17756/268970/20562/108100/18186/13841/20348/20346/70433/14168/72042/277360/18213/214968/13508/19280/544963/68732/211323/13640/21367/382253/23945/20360/17762/76499/19241/243743/71373",37,5
"GO:00986622","GO:0098662","inorganic cation transmembrane transport","46/682","451/12463",3.22122779548629e-05,0.00108861657383525,0.000929959292812523,"140493/12290/15165/66109/11418/20191/213053/13383/14169/24012/110876/22065/22066/226922/18578/16438/14168/17999/12293/108664/109676/11735/226781/110893/19091/20269/140492/16519/110862/18795/238871/170738/16526/232975/59095/20541/80334/238161/241794/20274/53416/94253/270028/54403/240776/110891",46,5
"GO:00451653","GO:0045165","cell fate commitment","24/682","177/12463",3.4863334853341e-05,0.00116863032195386,0.000998311668115353,"17260/17933/15228/26564/54713/22422/13392/225207/67299/14168/19883/16392/20678/18213/212712/21375/18205/58208/211323/14042/23966/12043/225631/18992",24,5
"GO:00487911","GO:0048791","calcium ion-regulated exocytosis of neurotransmitter","8/682","25/12463",3.63261607529555e-05,0.00120784484503577,0.001031810983696,"20983/20614/116838/20979/27062/22249/116837/54524",8,5
"GO:00507751","GO:0050775","positive regulation of dendrite morphogenesis","11/682","48/12463",4.27885635306495e-05,0.00141133797949494,0.00120564659851413,"12323/13047/20393/108100/29819/13838/19266/545156/331461/13048/382253",11,5
"GO:0006814","GO:0006814","sodium ion transport","22/682","157/12463",4.41235827578318e-05,0.00144382168024238,0.00123339605603764,"15165/23797/20393/11418/14169/110876/140919/14168/17999/11735/110893/20269/18795/232975/59095/20541/20274/53416/269513/94253/54403/110891",22,5
"GO:00400133","GO:0040013","negative regulation of locomotion","30/682","251/12463",4.57818398051381e-05,0.00148628760249279,0.00126967290499786,"12317/17260/20354/17470/19876/20562/18186/20348/20346/77569/214968/259302/19279/52662/19091/18795/211323/223255/56363/50791/380916/20360/19242/108071/19281/14083/76499/12043/268902/19272",30,5
"GO:20012573","GO:2001257","regulation of cation channel activity","20/682","136/12463",4.85085874293194e-05,0.00154381861403965,0.00131881922528988,"11820/17260/15165/11418/72555/13383/14169/72978/18578/14168/12293/109676/11735/19091/380702/269994/238871/192167/238161/241794",20,5
"GO:00480132","GO:0048013","ephrin receptor signaling pathway","9/682","33/12463",4.91078651075652e-05,0.00154381861403965,0.00131881922528988,"13838/13841/13839/217692/13837/108699/13640/77531/14083",9,5
"GO:00996333","GO:0099633","protein localization to postsynaptic specialization membrane","9/682","33/12463",4.91078651075652e-05,0.00154381861403965,0.00131881922528988,"13383/72978/14735/380702/23859/545156/23888/50791/665113",9,5
"GO:00996453","GO:0099645","neurotransmitter receptor localization to postsynaptic specialization membrane","9/682","33/12463",4.91078651075652e-05,0.00154381861403965,0.00131881922528988,"13383/72978/14735/380702/23859/545156/23888/50791/665113",9,5
"GO:00071693","GO:0007169","transmembrane receptor protein tyrosine kinase signaling pathway","44/682","432/12463",4.9426159847983e-05,0.00154381861403965,0.00131881922528988,"11820/16590/12567/71371/20418/26564/213053/19876/18186/13838/76829/13841/18124/14388/17999/18708/18213/16008/81907/18205/13839/217692/18750/226781/320924/330119/19279/13837/21413/13840/108699/18795/211323/13640/14042/11682/77531/329934/19281/14083/76499/208650/12554/98496",44,5
"GO:00356373","GO:0035637","multicellular organismal signaling","17/682","105/12463",5.15592520660847e-05,0.00159833681404863,0.00136539182756723,"12290/319504/20191/110876/11441/12293/18213/269116/109676/11735/20269/140492/108073/238871/20541/20274/72413",17,5
"GO:19058741","GO:1905874","regulation of postsynaptic density organization","6/682","14/12463",5.40203528674994e-05,0.00166213369307985,0.00141989081456915,"12558/18213/19266/217692/19280/14804",6,5
"GO:00486401","GO:0048640","negative regulation of developmental growth","17/682","106/12463",5.83459960017305e-05,0.00177561818784834,0.00151683583914128,"14025/211652/20354/17756/20562/18186/13841/20348/20346/70433/14168/214968/19280/108655/16526/20360/14083",17,5
"GO:0009101","GO:0009101","glycoprotein biosynthetic process","27/682","218/12463",5.88038998574154e-05,0.00177561818784834,0.00151683583914128,"56846/16432/20450/83398/233781/67574/69352/26877/20452/233115/387314/278279/75847/53618/50787/20454/18795/14042/270049/234356/235534/68947/14348/20442/12043/244745/66435",27,5
"GO:0048670","GO:0048670","regulation of collateral sprouting","7/682","20/12463",5.90006528584094e-05,0.00177561818784834,0.00151683583914128,"14025/11858/20354/13841/14168/19280/13640",7,5
"GO:1905114","GO:1905114","cell surface receptor signaling pathway involved in cell-cell signaling","43/682","422/12463",5.95442517615743e-05,0.00177899239139834,0.00151971827913217,"20370/11820/17260/170758/26564/22422/12558/108100/16842/108079/18647/70433/11441/14735/330938/214897/219158/16392/14402/320127/116838/77578/106042/81907/21888/229473/13395/320343/110893/380702/22290/192167/14042/70122/22249/116837/13048/21372/14804/494504/235086/665113/110891",43,5
"GO:00305171","GO:0030517","negative regulation of axon extension","10/682","42/12463",6.72086566473778e-05,0.00199353447019524,0.00170299254178058,"20354/17756/20562/18186/20348/20346/70433/214968/19280/20360",10,5
"GO:00600791","GO:0060079","excitatory postsynaptic potential","14/682","78/12463",7.41588165374421e-05,0.00218397714702767,0.00186567970025775,"20370/11820/17260/108100/11441/320127/116838/81907/110893/192167/116837/13048/14804/110891",14,5
"GO:00715262","GO:0071526","semaphorin-plexin signaling pathway","9/682","35/12463",8.14737276181786e-05,0.00238238424801242,0.00203517053087291,"20354/18186/18845/20348/20346/214968/20360/17967/243743",9,5
"GO:00989001","GO:0098900","regulation of action potential","10/682","43/12463",8.33352756124297e-05,0.00241965733345104,0.00206701135803699,"15165/20191/13383/14168/12293/109676/11735/12801/108655/110891",10,5
"GO:00486392","GO:0048639","positive regulation of developmental growth","22/682","164/12463",8.60173809503008e-05,0.00248006756404259,0.00211861727390288,"14025/11858/17260/20354/13383/20983/18186/18213/116838/22762/13508/20979/18795/211323/13640/116837/382253/238161/17762/12043/17967/18992",22,5
"GO:0050806","GO:0050806","positive regulation of synaptic transmission","23/682","176/12463",9.00323323274556e-05,0.00256445062211225,0.00219070216668691,"12323/27103/11820/26564/108100/14802/13838/20614/11441/64085/116838/20979/110893/192167/14800/545156/22249/116837/13048/19242/14083/235086/110891",23,5
"GO:0048668","GO:0048668","collateral sprouting","8/682","28/12463",9.01880524390679e-05,0.00256445062211225,0.00219070216668691,"14025/11858/11820/20354/13841/14168/19280/13640",8,5
"GO:0046068","GO:0046068","cGMP metabolic process","5/682","10/12463",9.67857442073123e-05,0.002714609682767,0.0023189767283757,"54195/19883/18585/60596/18573",5,5
"GO:00996121","GO:0099612","protein localization to axon","5/682","10/12463",9.67857442073123e-05,0.002714609682767,0.0023189767283757,"269116/11735/66797/13823/21367",5,5
"GO:19040622","GO:1904062","regulation of cation transmembrane transport","30/682","262/12463",0.000101289440526294,0.00282173218439128,0.00241048697013499,"11820/17260/15165/66109/11418/20191/72555/13383/14169/72978/24012/18578/14168/17999/12293/109676/11735/19091/380702/18795/269994/238871/192167/59095/20541/80334/238161/241794/53416/94253",30,5
"GO:00995041","GO:0099504","synaptic vesicle cycle","25/682","201/12463",0.000102120182062934,0.00282578195064078,0.00241394651488928,"20965/20983/12558/14169/19085/20614/327814/140919/11784/11441/72685/320127/116838/12484/18750/20979/27062/103967/108073/192167/22249/116837/50791/54524/27204",25,5
"GO:0021884","GO:0021884","forebrain neuron development","8/682","29/12463",0.000118627950096013,0.00326068692163907,0.00278546751593866,"328365/22187/15228/19876/18186/70762/20346/268902",8,5
"GO:00990031","GO:0099003","vesicle-mediated transport in synapse","27/682","228/12463",0.000126920374607414,0.00346551459937993,0.00296044317487911,"20965/20983/12558/14169/19085/20614/327814/140919/11784/11441/17999/72685/320127/116838/12484/18750/20979/27062/103967/108073/269994/192167/22249/116837/50791/54524/27204",27,5
"GO:00313453","GO:0031345","negative regulation of cell projection organization","23/682","182/12463",0.000150399334971285,0.00407958196109612,0.00348501506103823,"20370/14025/20354/13196/17756/20562/18186/13838/20257/13841/20348/20346/70433/233781/14168/214968/13837/19280/103967/192167/270120/20360/14083",23,5
"GO:1902473","GO:1902473","regulation of protein localization to synapse","8/682","30/12463",0.000154084771922254,0.00415223212180035,0.00354707703372454,"13383/14735/192167/545156/23888/50791/17762/665113",8,5
"GO:00986981","GO:0098698","postsynaptic specialization assembly","7/682","23/12463",0.000161544335324303,0.00429707931962646,0.00367081389470368,"18213/171171/19266/217692/19280/192167/14804",7,5
"GO:19058092","GO:1905809","negative regulation of synapse organization","7/682","23/12463",0.000161544335324303,0.00429707931962646,0.00367081389470368,"13841/18013/103967/74762/192167/19242/14083",7,5
"GO:00329702","GO:0032970","regulation of actin filament-based process","34/682","321/12463",0.000167555708746423,0.00442199130130418,0.00377752094008292,"11858/17260/170758/73112/20191/13383/268970/108100/18186/29819/18578/14168/72042/330938/18708/277360/77569/18213/109676/20194/18205/13839/320472/319710/18484/13837/544963/68732/238871/13640/56363/238161/76499/19241",34,5
"GO:00218771","GO:0021877","forebrain neuron fate commitment","5/682","11/12463",0.000169457828184832,0.00442199130130418,0.00377752094008292,"54713/13392/212712/21375/58208",5,5
"GO:00970904","GO:0097090","presynaptic membrane organization","5/682","11/12463",0.000169457828184832,0.00442199130130418,0.00377752094008292,"19266/243499/192167/331461/21367",5,5
"GO:00718052","GO:0071805","potassium ion transmembrane transport","19/682","139/12463",0.000200210397824682,0.00519161930962995,0.0044349817353286,"140493/15165/13383/24012/226922/109676/11735/19091/140492/16519/110862/170738/16526/232975/80334/238161/241794/53416/240776",19,5
"GO:00902572","GO:0090257","regulation of muscle system process","22/682","174/12463",0.00020641988223462,0.00531918234033337,0.00454395346024368,"17260/16590/20191/13383/22065/18124/18578/14168/69642/109676/18585/60596/18750/21676/12671/110893/19091/238871/108655/20541/238161/14083",22,5
"GO:00488431","GO:0048843","negative regulation of axon extension involved in axon guidance","7/682","24/12463",0.000217382472167694,0.00556688156985963,0.00475555248037334,"20354/20562/18186/20348/20346/214968/20360",7,5
"GO:00702521","GO:0070252","actin-mediated cell contraction","12/682","67/12463",0.00024453356385517,0.00622353014675842,0.0053164997053892,"20191/13383/18578/14168/77569/12293/109676/319710/140492/22290/238871/238161",12,5
"GO:0060996","GO:0060996","dendritic spine development","17/682","119/12463",0.000250829272324626,0.00634459564291062,0.00541992086017564,"12323/17260/13196/108100/29819/13838/327814/13839/217692/19280/103967/211323/192167/545156/13048/382253/329934",17,5
"GO:0086003","GO:0086003","cardiac muscle cell contraction","10/682","49/12463",0.000265343966975393,0.00666400564588176,0.00569277937401748,"20191/13383/18578/14168/12293/109676/140492/22290/238871/238161",10,5
"GO:0106027","GO:0106027","neuron projection organization","15/682","98/12463",0.000266689529849743,0.00666400564588176,0.00569277937401748,"12323/11820/108100/29819/13838/327814/11441/241514/13839/217692/103967/192167/545156/232975/13048",15,5
"GO:19048892","GO:1904889","regulation of excitatory synapse assembly","5/682","12/12463",0.000277447958022702,0.00689107187305783,0.00588675248918174,"18213/19266/217692/19280/14804",5,5
"GO:00512713","GO:0051271","negative regulation of cellular component movement","28/682","252/12463",0.000283137855391303,0.0069902836992715,0.0059715049740895,"12317/17260/20354/17470/19876/20562/18186/20348/20346/77569/214968/259302/19279/52662/19091/18795/211323/223255/56363/50791/380916/20360/19242/19281/14083/76499/12043/19272",28,5
"GO:19026681","GO:1902668","negative regulation of axon guidance","7/682","25/12463",0.000287793259940092,0.00706292625436309,0.00603356044962122,"20354/20562/18186/20348/20346/214968/20360",7,5
"GO:00219552","GO:0021955","central nervous system neuron axonogenesis","9/682","41/12463",0.000301065170743532,0.0073449212957135,0.00627445693745161,"13838/18028/13175/18750/13176/12552/14083/243743/105689",9,5
"GO:0098815","GO:0098815","modulation of excitatory postsynaptic potential","10/682","50/12463",0.000315678375737076,0.00765612907743508,0.00654030863910995,"11820/108100/11441/116838/81907/110893/192167/116837/13048/110891",10,5
"GO:00600473","GO:0060047","heart contraction","19/682","144/12463",0.000317842176568807,0.00766352803504791,0.00654662925699741,"12290/20191/13383/18578/20346/11441/14168/18708/12293/109676/18750/19091/140492/22290/238871/14042/232975/20541/238161",19,5
"GO:00072692","GO:0007269","neurotransmitter secretion","20/682","156/12463",0.000328709800314563,0.0078339335647222,0.00669219952450579,"17260/20965/20983/67847/20614/327814/11784/11441/320127/116838/18750/20979/27062/19276/108073/192167/22249/116837/54524/27204",20,5
"GO:00996432","GO:0099643","signal release from synapse","20/682","156/12463",0.000328709800314563,0.0078339335647222,0.00669219952450579,"17260/20965/20983/67847/20614/327814/11784/11441/320127/116838/18750/20979/27062/19276/108073/192167/22249/116837/54524/27204",20,5
"GO:00488641","GO:0048864","stem cell development","11/682","60/12463",0.00035665694763768,0.0084511298569549,0.00721944432423276,"17311/20354/22422/18186/20348/20346/16392/214968/20666/20360/76626",11,5
"GO:00509221","GO:0050922","negative regulation of chemotaxis","9/682","42/12463",0.000364844220042482,0.00859572982420088,0.00734296998653922,"20354/19876/20562/18186/20348/20346/214968/20360/268902",9,5
"GO:00971203","GO:0097120","receptor localization to synapse","12/682","70/12463",0.0003733227393409,0.00870578902434267,0.0074369889261653,"13383/72978/20614/14735/380702/23859/192167/545156/23888/50791/77531/665113",12,5
"GO:0061001","GO:0061001","regulation of dendritic spine morphogenesis","10/682","51/12463",0.000373738699322981,0.00870578902434267,0.0074369889261653,"12323/108100/29819/13838/327814/217692/103967/192167/545156/13048",10,5
"GO:0097061","GO:0097061","dendritic spine organization","14/682","91/12463",0.000400996903123143,0.00928825972795909,0.00793456911797774,"12323/11820/108100/29819/13838/327814/11441/241514/13839/217692/103967/192167/545156/13048",14,5
"GO:00622371","GO:0062237","protein localization to postsynapse","11/682","61/12463",0.000414007927835125,0.00953605970091742,0.0081462541989787,"13383/29819/72978/20614/14735/380702/23859/545156/23888/50791/665113",11,5
"GO:00083062","GO:0008306","associative learning","13/682","81/12463",0.000420832374113676,0.00963939932483715,0.00823453288762784,"12290/11820/16590/20393/17536/20614/11441/18013/21375/268354/108073/232975/94109",13,5
"GO:00991501","GO:0099150","regulation of postsynaptic specialization assembly","5/682","13/12463",0.000430625508666557,0.00964928789256639,0.00824298027458982,"18213/19266/217692/19280/14804",5,5
"GO:0099550","GO:0099550","trans-synaptic signaling, modulating synaptic transmission","5/682","13/12463",0.000430625508666557,0.00964928789256639,0.00824298027458982,"20983/54195/60596/12801/108071",5,5
"GO:01500521","GO:0150052","regulation of postsynapse assembly","5/682","13/12463",0.000430625508666557,0.00964928789256639,0.00824298027458982,"18213/19266/217692/19280/14804",5,5
"GO:1904862","GO:1904862","inhibitory synapse assembly","5/682","13/12463",0.000430625508666557,0.00964928789256639,0.00824298027458982,"14401/14394/20354/14168/14402",5,5
"GO:00030133","GO:0003013","circulatory system process","33/682","325/12463",0.000449694072085288,0.0100221008605818,0.00856145869244593,"18519/12290/11820/11418/20191/13383/16592/229877/18578/20346/26357/109648/11441/14168/18708/12293/109676/60596/12801/18750/12671/19091/18162/140492/22290/238871/14042/232975/20541/23945/238161/53416/14083",33,5
"GO:00108101","GO:0010810","regulation of cell-substrate adhesion","21/682","172/12463",0.000460519362467688,0.0101724724834299,0.00868991483706458,"12317/170758/12053/18186/16403/74769/18708/277360/77569/13612/20194/244895/13837/68732/13640/19242/14083/76499/12043/12554/225631",21,5
"GO:00217002","GO:0021700","developmental maturation","26/682","234/12463",0.00046137578326495,0.0101724724834299,0.00868991483706458,"20370/14025/12323/11820/170758/319504/20354/19645/20983/233781/18013/210933/269116/11735/18027/66797/230126/18795/23859/56747/68955/22249/21367/319613/68703/12043",26,5
"GO:00030121","GO:0003012","muscle system process","29/682","274/12463",0.000501327109492029,0.01099453017253,0.00939216410056175,"17260/16590/20191/13383/22065/229877/18124/18578/14168/69642/12293/109676/18585/60596/18750/21676/12671/110893/19091/140492/234214/22290/621054/238871/108655/232975/20541/238161/14083",29,5
